"PMID","PMCID","DOI","Publisher","Owned by","ISSN","Journal Impact Factor","Journal title","Hybrid or Pure OA?","Article title","Citations Google Scholar","Altmetric score","CC licence type","Is article Open Access?","Cost","Contributor","Notes"
23567253,"PMC3610976",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Estrogen receptor á mediates proliferation of osteoblastic cells stimulated by estrogen and mechanical strain, but their acute down regulation of the Wnt antagonist Sost is mediated by Estrogen Receptor â",,,,,"1,664.94","Theo","Can't find article in PMC or publishers website?"
23423260,"PMC3627851",,"Springer-Verlag",,,,"Open Choice",,"AIDS and Behavior",,,,,"1,663.63",,
23447063,,,"Federation of American Societies for Experimental Biology",,"0892-6638",,"FASEB Journal",,"Dysfunction of the autophagy/lysosomal degradation pathway is a shared feature of the genetic synucleinopathies",,,,,"1,663.37",,
24039607,"PMC3564972",,"International AIDS Society",,"1758-2652",,"Journal of the International AIDS Society",,"Childrens role in the community response to HIV in Zimbabwe",,,,,"1,663.29",,
,"PMC3547864","10.1371/journal.pntd.0001977","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","Arginase Activity in the Blood of Patients with Visceral Leishmaniasis and HIV Infection",,,"CC-BY","Yes ","1,661.04","Stuart Lawson",
23453283,"PMC3048377","10.1371/journal.pcbi.1001103","PLOS","PLOS","1553-734X",4.87,"PLOS Computational Biology","Pure OA","Quantification of the relative importance of CTL, B cell, NK cell, and target cell limitation in the control of primary SIV-infection",,,"CC-BY","Yes ","1,658.18","Stuart Lawson",
,"PMC3697472",,"American Society for Microbiology",,"1535-9778",,"Eukaryotic Cell",,"Discovery of a sexual cycle in Aspergillus lentulus, a close relative of A. fumigatus.",,,,,"1,653.18",,
22626851,,,"Transcript Verlag",,"1471-8731",,"Developing World Bioethics",,"Rethinking biomedicine and governance in Africa:Contributions from anthropology",,,,,"1,653.02",,
,"PMC3633812",,"Federation of American Societies for Experimental Biology",,"0892-6638",,"FASEB Journal",,"Production, characterization, and antigen specificity of recombinant 62-71-3, a candidate monoclonal antibody for rabies rpophylasis in humans",,,,,"1,652.90",,
23454164,"PMC3731707",,"BMJ Group",,"2044-6055",1.58,"BMJ Open","Pure OA","The Small Eye Phenotype in the EPIC-Norfolk Eye Study: Prevalence and Visual Impairment in Microphthalmos and Nanophthalmos",,,"CC-BY",,"1,652.40","Jenny Molloy",
23041239,"PMC3752053",,"BMJ Group",,"2044-6055",1.58,"BMJ Open","Pure OA","How active are our children? Findings from the Millennium Cohort Study",,,"CC-BY",,"1,652.40","Jenny Molloy",
23827394,"PMC3516312",,"Sheridan Press",,"0002-9637",,"American Journal of Tropical Medicine & Hygiene",,"Assessment of the Molecular Marker of Plasmodium falciparum Chloroquine Resistance in Senegal after several years of chloroquine withdrawal.",,,,,"1,651.30",,
23565044,"PMC3637822",,"BioMed Central",,"1471-244X",,"BMC Psychiatry","Pure OA","Detecting depression among adolescents in Santiago, Chile: sex differences",,,"CC-BY",,"1,650.51",,
23263843,"PMC3752812",,"Sheridan Press",,"0002-9637",,"American Journal of Tropical Medicine & Hygiene",,"Selection of antimalarial drug resistance after intermittent preventive treatment of infants and children (IPTi/c) in Senegal",,,,,"1,646.36",,
23782509,"PMC3752809",,"Sheridan Press",,"0002-9637",,"American Journal of Tropical Medicine & Hygiene",,"Asymptomatic Plasmodium infection and cognition among primary schoolchildren in a high malaria transmission setting in Uganda",,,,,"1,646.36",,
23302769,"PMC3192839",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","KIR2DL2 enhances protective and detrimental HLA class I-mediated immunity in chronic viral infection",,,"CC-BY","Yes ","1,644.84",,
22258401,"PMC3639404",,"Frontiers",,"1662-5137",,"Frontiers in Systems Neuroscience","Pure OA","A unified framework for the organisation of the primate auditory cortex",,,,,"1,644.25",,
23150898,"PMC3637647",,"Springer",,"1863-2653",,"Brain Structure and Function",,"Predictions not commands: Active inference in the motor system",,,,,"1,639.06",,
22936599,"PMC3615172",,"Wiley-Blackwell",,"0014-2980",,"European Journal of Immunology","Hybrid","Dendritic cell modification as a route to inhibiting corneal graft rejection by the indirect pathway of allorecognition",,,,,"1,635.00",,
,"PMC3592994",,"Wiley-Blackwell","American Association for the Study of Liver Diseases","1527-3350",12,"Hepatology","Hybrid","Intrahepatic cholestasis of pregnancy levels of sulfated progesterone metabolites inhibit FXR resulting in a pro-cholestatic phenotype",,,,,"1,635.00",,
22839432,"PMC3414696",,"Springer",,"0031-6970",,"European Journal of Clinical Pharmacology",,"Pattern of asthma medication use among children in a large urban centre in Brazil.",,,,,"1,632.89",,
23680401,"PMC3668512",,"Royal Society of Chemistry",,"1477-9226",,"Dalton Transactions",,"Inframolecular acid-base and coordination properties towards Na(+) and Mg(2+) of myo-inositol 1,3,4,5,6-pentakisphosphate: a structural approach to biologically relevant species.",,,,,"1,632.00",,
23130957,"PMC3444429",,"BioMed Central",,"1475-2875",,"Malaria Journal",,"Funding for Malaria control 2006-2010: A comprehensive global assessment",,,,,"1,632.00",,
23594701,"PMC3731202",,"Royal Society of Chemistry",,"1477-0520",,"Organic & Biomolecular Chemistry",,"Protein destabilisation by ruthenium(ll) tris-bipyridine based protein-surface mimetics",,,,,"1,632.00",,
23561245,"PMC3753470",,"Springer",,"1420-682X",,"Cellular and Molecular Life Sciences",,"Transcription regulation and nuclear reprograming: role of nuclear actin and actin binding proteins",,,,,"1,629.33",,
23327665,"PMC3685014",,"Federation of American Societies for Experimental Biology",,"0741-5400",,"Journal of Leukocyte Biology",,"Autofluoresence-based sorting: rapid and non-perturbing isolation of ultra-pure neutrophils to determine cytokine production",,,,,"1,626.36",,
23782846,"PMC3593610",,"American Chemical Society",,"1520-5126",10.68,"Journal of the American Chemical Society","Hybrid","Chemical and structural analysis of an antibody folding intermediate trapped during glycan biosynthesis",,,,,"1,626.14",,
23297732,"PMC3724654","10.1074/jbc.M113.478743","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Differential Virulence of Candida glabrata Glycosylation Mutants",1,,"CC-BY","Yes ","1,621.62","Theo",
23452547,"PMC3657677",,"BMJ Group",,"2044-6055",1.58,"BMJ Open","Pure OA","Development of an economic evaluation of diagnostic strategies: the case of monogenic diabetes",,,"CC-BY-NC",,"1,620.00","Jenny Molloy",
22958539,"PMC3752057",,"BMJ Group",,"2044-6055",1.58,"BMJ Open","Pure OA","A qualitative study comparing experiences of the surgical safety checklist in hospitals in high- and low-income countries",,,"CC-BY",,"1,620.00","Jenny Molloy",
22847376,"PMC3612817",,"BMJ Group",,"2044-6055",1.58,"BMJ Open","Pure OA","The EPIC-Norfolk Eye Study: rationale, methods and a cross-sectional analysis of visual impairment in a population-based cohort",,,"CC-BY-NC",,"1,620.00","Jenny Molloy",
22716184,"PMC3621487",,"The Company of Biologists",,"1011-6370",,"Development",,"A Cul-3-BTB ubiquitylation pathway regulates junctional levels and asymmetry of core planar polarity proteins",,,,,"1,620.00",,
,"PMC3152927",,"The Company of Biologists",,"1011-6370",,"Development",,"VEGF signalling controls GnRH neuron survival via NRP1 independently of KDR and blood vessels",,,,,"1,620.00",,
17335858,"PMC3640218",,"The Company of Biologists",,"1011-6370",,"Development",,"ProNGF promotes neurite growth from a subset of NGF-dependent neurons by a p75NTR-dependent mechanism",,,,,"1,620.00",,
20736063,"PMC3583043",,"The Company of Biologists",,"1011-6370",,"Development",,"The transcriptional co-factor RIP140 regulates mammary gland development by promoting the generation of key mitogenic signals.",,,,,"1,620.00",,
20736064,"PMC3597032",,"The Company of Biologists",,"1754-8403",,"Disease Models and Mechanisms",,"Inflammation drives wound hyperpigmentation in zebrafish by recruiting pigment cells to sites of tissue damage",,,,,"1,620.00",,
,"PMC3533396",,"The Company of Biologists",,"0021-9533",,"Journal of Cell Science",,"PKA isoforms coordinate mRNA fate during nutrient starvation",,,,,"1,620.00",,
,"PMC3613178",,"The Company of Biologists",,"0021-9533",,"Journal of Cell Science",,"Positional editing of transmembrane domains during ion channel assembly",,,,,"1,620.00",,
23033475,"PMC3613179",,"The Company of Biologists",,"0021-9533",,"Journal of Cell Science",,"Get3 is a holdase chaperone and moves to deposition sites for aggregated proteins when membrane targeting is blocked",,,,,"1,620.00",,
23232717,"PMC3488048","10.1074/jbc.M112.415208","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Biophysical analysis of Kindlin-3 reveals an elongated conformation and maps integrin binding to the membrane-distal ?-subunit NPXY motif.",3,,"CC-BY-NC","Yes ","1,610.31","Theo",
23994067,"PMC3668706","10.1074/jbc.M112.447185","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Highly divergent T cell receptor binding models underlie specific recognition of a bulged viral peptide bound to HLA",3,,"CC-BY","Yes ","1,609.66","Theo",
23701820,,,"BioMed Central",,,,"Arthritis Research & rapy",,"Transcriptomic signatures in cartilage ageing",,,,,"1,608.00",,
,,,"Taylor and Francis",,"0145-9740",,"Medical Anthropology",,"Precarious projects conversions of biomedical knowledge in an East African city.",,,,,"2,145.60",,
,"PMC3613719","10.1186/1471-2458-13-152","BioMed Central",,"1471-2458",2.08,"BMC Public Health","Pure OA","Effectiveness of alcohol brief intervention delivered by community pharmacists: study protocol of a two-arm randomised controlled trial.",,,"CC-BY","Yes ","1,608.00","Lucy Abel",
23326615,"PMC3685541",,"BioMed Central",,,,"BMS Genomics",,"The significance of alternative transcripts for Caenerhabditis elegans transcription factor genes based on expression pattern analysis",,,,,"1,608.00",,
,,,"BioMed Central",,"1741-7015",,"BMC Medicine","Pure OA","HIV-associated tuberculosis: relationship between disease severity and the sensitivity of new sputum-based and urine-based diagnostic assays",,,"CC-BY",,"1,605.30",,
23112383,"PMC3754066",,"Cenveo","American Society for Microbiology","0022-538X",5.08,"Journal of Virology",,"Acute CD8 Tcell response tat select for escape variants are needed to control live attenuted SIV",,,,,"1,604.82",,
23393403,"PMC3764210",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","The CLIP-domain serine protease homolog SPCLIP1 regulates complement recruitment to microbial surfaces in the malaria mosquito Anopheles gambiae",,,"CC-BY","Yes ","1,602.80",,
,"PMC3764221",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","The zebrafish as a new model for the in vivo study of Shigella flexneri interaction with phagocytes and bacterial autophagy",,,"CC-BY","Yes ","1,602.17",,
24081425,"PMC3578823",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","Induction of p16(INK4a) Is the Major Barrier to Proliferation when Epstein-Barr Virus (EBV) Transforms Primary B Cells into Lymphoblastoid Cell Lines.",,,"CC-BY","Yes ","1,600.79",,
23222171,"PMC3630861","10.1074/jbc.M113.451153","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Cross-species Analysis Reveals Evolving And Conserved Features of the Nuclear Factor kB (NF-kB) Proteins.",1,,"CC-BY","Yes ","1,600.25","Theo",
23543136,"PMC3636241","10.1371/journal.pntd.0002169","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","Uncertainty surrounding projections of the long-term impact of ivermectin treatment for human onchocerciasis",,,"CC-BY","Yes ","1,600.25","Stuart Lawson",
,"PMC3605240",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","Genome-wide Determinants of Proviral Targeting, Clonal Abundance and Expression in Natural HTLV-1 Infection",,,"CC-BY","Yes ","1,600.25",,
23518266,"PMC3617147",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","Strongyloidiasis and Infective Dermatitis Alter Human T Lymphotropic Virus-1 Clonality in vivo",,,"CC-BY","Yes ","1,600.25",,
22613210,"PMC3513931",,"Society of Leukocyte Biology",,"0741-5400",,"Journal of Leukocyte Biology",,"The dectin-1/inflammasome pathway is responsible for the induction of protective T-helper 17 responses that discriminate between yeasts and hyphae of Candida albicans",,,,,"1,598.38",,
24014666,"PMC3813989",,"Wiley-Blackwell","Foundation for the Sociology of Health & Illness","1467-9566",1.74,"Sociology of Health & Illness","Hybrid","Risk, governance and the experience of care",,,,,"1,598.18",,
23242801,"PMC3653566","10.1182/blood-2012-06-437202","American Society of Hematology",,"0006-4971",9.06,"Blood","Hybrid","Peptide length determines the outcome of TCR/peptide-MHCI engagement",9,,"Publisher copyright","Yes ","1,597.98","Theo","http://bloodjournal.hematologylibrary.org/site/misc/WTrustSupp.pdf"
22977089,"PMC3518918",,"American Society for Microbiology",,"2150-7511",,"mBio",,"EspZ of enteropathogenic and enterohemorrhagic E. coli regulates type III secretion system protein translocation",,,,,"1,586.75",,
,"PMC3610987","10.1074/jbc.M112.427880","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Caspase inhibitors protect neurons by enabling selective necroptosis of inflamed microglia",10,,"CC-BY-NC","Yes ","1,586.36","Theo",
,"PMC3648151",,"American Society for Microbiology",,"0022-538X",,"Journal of Virology",,"Structures of the Compact Helical Core Domains of Feline Calicivirus and Murine Norovirus VPg Proteins",,,,,"1,585.64",,
23057412,"PMC3774368",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Functional properties of five Dictyostelium discoideum P2X receptors",,,,,"1,580.47",,
23291342,"PMC3574292",,"Federation of American Societies for Experimental Biology",,"0892-6638",,"FASEB Journal",,"Flavones induce neutrophil apoptosis by down-regulation of Mcl-1 via a proteasomal-dependent pathway.",,,,,"1,578.93",,
22877575,"PMC3790942","10.1182/blood-2012-05-433037","American Society of Hematology",,"0006-4971",9.06,"Blood","Hybrid","Epidermis instructs skin homing receptor expression in human T cells",9,,"Publisher copyright","Yes ","1,578.43","Theo","http://bloodjournal.hematologylibrary.org/site/misc/WTrustSupp.pdf"
23684590,"PMC3807390",,"Elsevier","Elsevier","0022-538X",,"Journal of Virology",,"Glycoprotein B cleavage is important for murid herpesvirus 4 to infect myeloid cells",,,,,"1,577.91",,
23242552,"PMC3807398",,"Elsevier","Elsevier","0022-538X",,"Journal of Virology",,"Herpes simplex virus 1 targets the murine olfactory neuroepithelium for host entry",,,,,"1,577.90",,
23033476,"PMC3749055",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence",,,,,"1,575.00","Michelle Brook",
23483428,"PMC3567677",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Talin 1 has unique expression versus Talin 2 in the heart and modifies the hypertrophic response to pressure overload",,,,,"1,572.24",,
23401851,"PMC3777881","10.1371/journal.pntd.0002452","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","The Cost of Annual versus Biannual Community-Directed Treatment of Onchocerciasis with Ivermectin: Ghana as a Case Study",,,"CC-BY","Yes ","1,570.87","Stuart Lawson",
23376610,"PMC3784482",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","Cross-serotype Immunity Induced by Immunization with a Conserved Rhinovirus Capsid Protein",,,"CC-BY","Yes ","1,570.87",,
23178796,"PMC3659926",,"Ferrata Storti Foundation",,"0390-6078",,"Haematologica",,"Mutations in the telomere capping complex in bone marrow failure and related syndromes",,,,,"1,567.94",,
